created_at,created_at_stamp,favorite_count,is_retweet,name,retweet_count,screen_name,text,tweet_id,tweet_url,utc_offset
Wed May 31 07:16:03 +0000 2017,2017-05-31 07:16:03,0,1,The New York Times,87,nytimes,RT @nytimesworld: South Korea's president wants to know why American THAAD launchers were deployed without his knowledge. https://t.co/j2Qe…,869814715853271040,https://twitter.com/nytimes/status/869814715853271040,-14400
Wed May 31 07:16:00 +0000 2017,2017-05-31 07:16:00,53,0,The Independent,29,Independent,Seven of Zaha Hadid's most dazzling creations https://t.co/wWVnFxFPPk,869814704440352768,https://twitter.com/Independent/status/869814704440352768,3600
Wed May 31 07:15:10 +0000 2017,2017-05-31 07:15:10,25,0,BBC News (UK),21,BBCNews,"Watch #GE2017 debate coverage with @MishalHusainBBC 
LIVE on Twitter

 Tonight
🕠 7:30pm BST
👀 https://t.co/XBH9mgz1f4 
💬  #bbcdebate",869814492909236224,https://twitter.com/BBCNews/status/869814492909236224,3600
Wed May 31 07:15:06 +0000 2017,2017-05-31 07:15:06,14,0,CNET,7,CNET,Donald Trump's botched tweet sparks the internet's latest meme https://t.co/jXeeekM9WS https://t.co/A4HrHnae8c,869814477067350016,https://twitter.com/CNET/status/869814477067350016,-25200
Wed May 31 07:15:02 +0000 2017,2017-05-31 07:15:02,5,0,The Times of London,9,thetimes,"Hundreds of women are returning to the UK with multiple pregnancies after fertility treatment overseas, experts fea… https://t.co/FGn2J9UtZ3",869814459228991489,https://twitter.com/thetimes/status/869814459228991489,3600
Wed May 31 07:15:01 +0000 2017,2017-05-31 07:15:01,125,0,TIME,42,TIME,This $8 bottle of rosé was named among the world's best https://t.co/bQ2lvPeMRB,869814456364224513,https://twitter.com/TIME/status/869814456364224513,-14400
Wed May 31 07:15:00 +0000 2017,2017-05-31 07:15:00,6,0,The Telegraph,20,Telegraph,"Car bomb kills and injures dozens in in Kabul's diplomatic quarter
https://t.co/1V0nmlRTNI",869814452551647233,https://twitter.com/Telegraph/status/869814452551647233,3600
Wed May 31 07:14:52 +0000 2017,2017-05-31 07:14:52,193,0,The Associated Press,586,AP,"BREAKING: Afghan Interior Ministry says 64 people were killed, 320 wounded in the morning bombing in Kabul.",869814418728783873,https://twitter.com/AP/status/869814418728783873,-14400
Wed May 31 07:14:04 +0000 2017,2017-05-31 07:14:04,14,0,Bloomberg,33,business,At least 129 have died in Philippine troops' assault on Islamic State militants https://t.co/wcQpLlkYTp https://t.co/KfC8QAgv07,869814219549573121,https://twitter.com/business/status/869814219549573121,-14400
Wed May 31 07:12:01 +0000 2017,2017-05-31 07:12:01,3,0,The Sun,4,TheSun,"EXCLUSIVE: #BGT bosses warn dancer Ali Rasul, 16, over sexist and racially insensitive tweets… https://t.co/SEJd5XM3CN",869813700802359297,https://twitter.com/TheSun/status/869813700802359297,3600
Wed May 31 07:11:53 +0000 2017,2017-05-31 07:11:53,62,0,The Guardian,36,guardian,"Feeling anxious makes it harder to read the emotions of others, claims study https://t.co/cL4kxi2Jzh",869813667533123584,https://twitter.com/guardian/status/869813667533123584,3600
Wed May 31 07:11:33 +0000 2017,2017-05-31 07:11:33,1,0,news.com.au,3,newscomauHQ,Ben Cousins’ ex: ‘He’s a broken man’ https://t.co/LpfMyJ8ayF,869813583663771648,https://twitter.com/newscomauHQ/status/869813583663771648,36000
Wed May 31 07:10:46 +0000 2017,2017-05-31 07:10:46,36,0,The Guardian,38,guardian,The top five worst things Trump has done on climate change – so far https://t.co/hDI9AOPPbI,869813389014466560,https://twitter.com/guardian/status/869813389014466560,3600
Wed May 31 07:10:07 +0000 2017,2017-05-31 07:10:07,55,0,TIME,87,TIME,"Yemen is headed for ""total collapse"" if we don't act now, the U.N. warns https://t.co/yF9r2MtcaF",869813221892509696,https://twitter.com/TIME/status/869813221892509696,-14400
Wed May 31 07:09:08 +0000 2017,2017-05-31 07:09:08,8,0,Bloomberg,18,business,Cars set ablaze near Seville in a sign of opposition to Spain's embrace of sharing economy https://t.co/E0GU7EEqG7 https://t.co/9Uj8rx3mw5,869812976680935425,https://twitter.com/business/status/869812976680935425,-14400
Wed May 31 07:08:58 +0000 2017,2017-05-31 07:08:58,0,0,news.com.au,4,newscomauHQ,The big self-serve check-out scam angering customers https://t.co/cn6QGNpTJX,869812933638987776,https://twitter.com/newscomauHQ/status/869812933638987776,36000
Wed May 31 07:08:36 +0000 2017,2017-05-31 07:08:36,17,0,The Guardian,13,guardian,Am I normal? You asked Google. Here’s the answer | Eleanor Morgan https://t.co/KzIcpI3LOD,869812839799820289,https://twitter.com/guardian/status/869812839799820289,3600
Wed May 31 07:08:31 +0000 2017,2017-05-31 07:08:31,41,0,The Guardian,92,guardian,Activists investigating Ivanka Trump's China shoe factory detained or missing https://t.co/aMbKEdHTmN,869812822364049408,https://twitter.com/guardian/status/869812822364049408,3600
Wed May 31 07:07:23 +0000 2017,2017-05-31 07:07:23,84,0,The Guardian,60,guardian,'Faceless' fish missing for more than a century rediscovered by Australian scientists https://t.co/Rp50mMXssn,869812536778076160,https://twitter.com/guardian/status/869812536778076160,3600
Wed May 31 07:07:04 +0000 2017,2017-05-31 07:07:04,136,0,ABC News,65,ABC,"Comedian Kathy Griffin apologizes for 'disturbing' photo. ""I crossed the line."" https://t.co/xdOSBJ76Sc https://t.co/Xag4xcNKmM",869812455794511872,https://twitter.com/ABC/status/869812455794511872,-14400
Wed May 31 07:06:32 +0000 2017,2017-05-31 07:06:32,24,0,The Guardian,6,guardian,A visual history of Rei Kawakubo for Comme des Garçons – in pictures https://t.co/gXpMronoMk,869812321308332032,https://twitter.com/guardian/status/869812321308332032,3600
Wed May 31 07:06:32 +0000 2017,2017-05-31 07:06:32,2,0,news.com.au,2,newscomauHQ,Ange calls on fans to fire up https://t.co/9r09EkOUHf,869812321111166976,https://twitter.com/newscomauHQ/status/869812321111166976,36000
Wed May 31 07:05:19 +0000 2017,2017-05-31 07:05:19,22,0,The Guardian,25,guardian,Belgian university tells female students to wear 'low-cut' tops to graduation ceremony https://t.co/w4Rk0X7P7l,869812015287631872,https://twitter.com/guardian/status/869812015287631872,3600
Wed May 31 07:05:06 +0000 2017,2017-05-31 07:05:06,41,0,Wall Street Journal,19,WSJ,"European firms grow frustrated with China, despite improved sales
https://t.co/89dSMAz7Fp",869811959394447362,https://twitter.com/WSJ/status/869811959394447362,-14400
Wed May 31 07:05:06 +0000 2017,2017-05-31 07:05:06,20,0,CNET,8,CNET,5 settings every new Android owner should change https://t.co/P64m6C40QX https://t.co/Pe5XqoEhop,869811959562194944,https://twitter.com/CNET/status/869811959562194944,-25200
Wed May 31 07:05:06 +0000 2017,2017-05-31 07:05:06,86,0,Los Angeles Times,34,latimes,California lawmakers want to expand paid family leave access to 2.7 million more Californians… https://t.co/FR1V6czP37,869811961424490497,https://twitter.com/latimes/status/869811961424490497,-25200
Wed May 31 07:05:00 +0000 2017,2017-05-31 07:05:00,15,0,The Independent,6,Independent,What BBC newsreaders are never allowed to wear https://t.co/yyhKvAr7p3,869811937189576704,https://twitter.com/Independent/status/869811937189576704,3600
Wed May 31 07:04:54 +0000 2017,2017-05-31 07:04:54,28,0,The Independent,67,Independent,Activist investigating factory making Ivanka Trump shoes detained by police. Two more have disappeared https://t.co/IGxrNJwCQv,869811911977783296,https://twitter.com/Independent/status/869811911977783296,3600
Wed May 31 07:04:30 +0000 2017,2017-05-31 07:04:30,35,0,Sky News,32,SkyNews,Ukraine and Russia are having a strange spat on Twitter featuring a Simpsons gif https://t.co/MabU94MMBP,869811810794340352,https://twitter.com/SkyNews/status/869811810794340352,3600
Wed May 31 07:04:21 +0000 2017,2017-05-31 07:04:21,136,0,Al Jazeera English,493,AJEnglish,#Kabul attack: Here's what we know so far https://t.co/laek85xfgX https://t.co/3XlvlgJxIF,869811774148812800,https://twitter.com/AJEnglish/status/869811774148812800,3600
Wed May 31 07:04:03 +0000 2017,2017-05-31 07:04:03,35,0,Bloomberg,35,business,"Bitcoin, stocks and the fear of missing out https://t.co/XaeJ64sVCT via @BV https://t.co/RkfCawH6qJ",869811696738725889,https://twitter.com/business/status/869811696738725889,-14400
Wed May 31 07:03:23 +0000 2017,2017-05-31 07:03:23,631,0,CNN,227,CNN,"Bernie Sanders says ""we must never allow demagogues to divide us up"" and ""this country belongs to all of us"" in Bro… https://t.co/otxDFRVE9X",869811530476421121,https://twitter.com/CNN/status/869811530476421121,-14400
Wed May 31 07:03:02 +0000 2017,2017-05-31 07:03:02,2,0,The Boston Globe,0,BostonGlobe,"Jaylen Brown showed flashes of brilliance this year, but it will be an important offseason. https://t.co/5lRbC9DvKD https://t.co/hd8P78390K",869811442689736705,https://twitter.com/BostonGlobe/status/869811442689736705,-14400
Wed May 31 07:02:47 +0000 2017,2017-05-31 07:02:47,0,0,MSN UK,0,msnuk,"Find Out Who the Hollywood ""It Girl"" Was the Year You Were Born https://t.co/UsTndfqQlR https://t.co/u11juX3aah",869811377489141760,https://twitter.com/msnuk/status/869811377489141760,3600
Wed May 31 07:02:43 +0000 2017,2017-05-31 07:02:43,14,0,The Independent,16,Independent,Three women kidnap and repeatedly rape man  https://t.co/DQ3wGIpIXo,869811361156653056,https://twitter.com/Independent/status/869811361156653056,3600
Wed May 31 07:02:22 +0000 2017,2017-05-31 07:02:22,0,1,Al Jazeera English,482,AJEnglish,RT @AJENews: BREAKING: At least 80 people have been killed and more than 300 wounded in an attack in Kabul's diplomatic area https://t.co/9…,869811274657533954,https://twitter.com/AJEnglish/status/869811274657533954,3600
Wed May 31 07:02:01 +0000 2017,2017-05-31 07:02:01,4,0,The Sun,1,TheSun,Former #Strictly judge Arlene Phillips she was told she told she was a “freak” when she fell pregnant at 47… https://t.co/D2VbyDp75x,869811185696354305,https://twitter.com/TheSun/status/869811185696354305,3600
Wed May 31 07:01:52 +0000 2017,2017-05-31 07:01:52,0,1,The Sun,8,TheSun,RT @TheSunFootball: Arsene Wenger hoping to land two stellar signings | @neilashton_ https://t.co/g1Qt9XwNKO https://t.co/0DnHIAlmaJ,869811147226087424,https://twitter.com/TheSun/status/869811147226087424,3600
Wed May 31 07:01:42 +0000 2017,2017-05-31 07:01:42,189,0,CNN,71,CNN,This robot can climb over rocks and cross sandy beaches. https://t.co/O6JUicr6aC https://t.co/nlE8Iaruiq,869811106063233024,https://twitter.com/CNN/status/869811106063233024,-14400
Wed May 31 07:01:33 +0000 2017,2017-05-31 07:01:33,158,0,The Guardian,118,guardian,"I’ve voted Conservative all my life, but not this time | Letters https://t.co/g2AuFK082q",869811067525910529,https://twitter.com/guardian/status/869811067525910529,3600
Wed May 31 07:01:07 +0000 2017,2017-05-31 07:01:07,282,0,The New York Times,321,nytimes,An activist investigating an Ivanka Trump factory in China has been arrested https://t.co/fEPTV9CdXF,869810959044530178,https://twitter.com/nytimes/status/869810959044530178,-14400
Wed May 31 07:01:00 +0000 2017,2017-05-31 07:01:00,5,0,The Independent,10,Independent,Google’s latest Go victory shows machines are no longer just learning https://t.co/WHGahNFnbI,869810929516630020,https://twitter.com/Independent/status/869810929516630020,3600
Wed May 31 07:00:34 +0000 2017,2017-05-31 07:00:34,26,0,USA TODAY,41,USATODAY,Youth suicide rates are rising. School and the Internet may be to blame. https://t.co/diL3LijJGM,869810818497511424,https://twitter.com/USATODAY/status/869810818497511424,-14400
Wed May 31 07:00:08 +0000 2017,2017-05-31 07:00:08,49,0,TIME,24,TIME,Maxime Hamou banned from French Open after he attempted to kiss a female reporter several times https://t.co/7B3eEicwSg,869810710041305090,https://twitter.com/TIME/status/869810710041305090,-14400
Wed May 31 07:00:02 +0000 2017,2017-05-31 07:00:02,75,0,BBC News (UK),107,BBCNews,Value of pound drops after projection suggests Tories could fail to win outright majority #GE2017 https://t.co/q0S9q1WknQ,869810686259597312,https://twitter.com/BBCNews/status/869810686259597312,3600
Wed May 31 07:00:02 +0000 2017,2017-05-31 07:00:02,6,0,The Times of London,9,thetimes,President Trump took another swipe at Germany yesterday as a rift between the two nations showed no sign of healing… https://t.co/CA3UhISl85,869810687404625920,https://twitter.com/thetimes/status/869810687404625920,3600
Wed May 31 07:00:01 +0000 2017,2017-05-31 07:00:01,14,0,The Telegraph,10,Telegraph,"The 11 signs you're not as young as you think you are... #premium
https://t.co/HkcM3dkPQ2",869810680072994816,https://twitter.com/Telegraph/status/869810680072994816,3600
Wed May 31 06:59:17 +0000 2017,2017-05-31 06:59:17,23,0,The Independent,32,Independent,Russian warships fire cruise missiles at Isis https://t.co/bNVgi6VfFM,869810496169533441,https://twitter.com/Independent/status/869810496169533441,3600
Wed May 31 06:58:53 +0000 2017,2017-05-31 06:58:53,29,0,Washington Post,23,washingtonpost,Perspective: VA hospital or roach motel? Boss says agency aggressively responds to problems. https://t.co/BjNQPEmYzJ,869810398408691712,https://twitter.com/washingtonpost/status/869810398408691712,-14400
Wed May 31 06:58:45 +0000 2017,2017-05-31 06:58:45,43,0,Bloomberg,29,business,This is what the demise of oil looks like https://t.co/FXieocMH1A https://t.co/1eQzcr7eNA,869810363851821056,https://twitter.com/business/status/869810363851821056,-14400
Wed May 31 06:58:07 +0000 2017,2017-05-31 06:58:07,37,0,The Independent,35,Independent,The German foreign minister just said what no one else will about Trump https://t.co/Y0Vlkr48xr,869810203100938240,https://twitter.com/Independent/status/869810203100938240,3600
Wed May 31 06:57:28 +0000 2017,2017-05-31 06:57:28,0,1,The Independent,9,Independent,RT @IndyFootball: Arturo Vidal has been messaging Alexis Sanchez about a move to Bayern Munich https://t.co/axnQ0EkeyJ,869810042089951233,https://twitter.com/Independent/status/869810042089951233,3600
Wed May 31 06:56:25 +0000 2017,2017-05-31 06:56:25,33,0,The Independent,39,Independent,South Korea orders probe after American Thaad missile launchers deployed 'without consultation' https://t.co/Ff3YAmfzR7,869809774220783616,https://twitter.com/Independent/status/869809774220783616,3600
Wed May 31 06:56:14 +0000 2017,2017-05-31 06:56:14,19,0,Bloomberg,22,business,A suicide car bombing in Kabul killed at least nine people and wounded more than 100 https://t.co/BoDlpSHRnZ https://t.co/Kq6chNFibG,869809730553880576,https://twitter.com/business/status/869809730553880576,-14400
Wed May 31 06:55:55 +0000 2017,2017-05-31 06:55:55,23,0,The Independent,18,Independent,Senior Isis official killed in Tunisia 'while planning terror attacks' https://t.co/U3MkwVilhk,869809648676851712,https://twitter.com/Independent/status/869809648676851712,3600
Wed May 31 06:54:30 +0000 2017,2017-05-31 06:54:30,3,0,The Sun,6,TheSun,A prisoner is on the run armed with a razor blade after escaping from hospital https://t.co/G6NPjwT5o4 https://t.co/ywvsTGmO6M,869809293964521472,https://twitter.com/TheSun/status/869809293964521472,3600
Wed May 31 06:53:45 +0000 2017,2017-05-31 06:53:45,20,0,The Independent,29,Independent,Look at what just happened to the pound https://t.co/RCq0c76PGH,869809105422221312,https://twitter.com/Independent/status/869809105422221312,3600
Wed May 31 06:53:00 +0000 2017,2017-05-31 06:53:00,870,0,CNN,281,CNN,"Ariana Grande announces Manchester benefit concert w/ Coldplay, Katy Perry, Justin Bieber and Miley Cyrus among act… https://t.co/3wejRBof1z",869808918033186816,https://twitter.com/CNN/status/869808918033186816,-14400
Wed May 31 06:52:01 +0000 2017,2017-05-31 06:52:01,3,0,The Sun,6,TheSun,Manchester terror attacker Salman Abedi bought bomb parts himself and appeared to work alone https://t.co/TrDseToTNU https://t.co/A4oknYYYsc,869808667331264512,https://twitter.com/TheSun/status/869808667331264512,3600
Wed May 31 06:52:01 +0000 2017,2017-05-31 06:52:01,3,0,The Sun,5,TheSun,Orlando Airport placed on lockdown as an armed man is arrested following a stand-off with police… https://t.co/8Qfot6rqHG,869808668358914053,https://twitter.com/TheSun/status/869808668358914053,3600
Wed May 31 06:51:32 +0000 2017,2017-05-31 06:51:32,88,0,The Associated Press,137,AP,Russian military says warships in Mediterranean fire 4 cruise missiles at Islamic State group's positions in Syria. https://t.co/QNmytnbfjN,869808546438885376,https://twitter.com/AP/status/869808546438885376,-14400
Wed May 31 06:51:10 +0000 2017,2017-05-31 06:51:10,0,1,Bloomberg,23,business,RT @Brexit: This is what it'd take for Jeremy Corbyn to win the election and become prime minister https://t.co/zOqPLDjq9I https://t.co/fMf…,869808454541725696,https://twitter.com/business/status/869808454541725696,-14400
