created_at,created_at_stamp,favorite_count,is_retweet,name,retweet_count,screen_name,text,tweet_id,tweet_url,utc_offset
Wed May 31 08:00:03 +0000 2017,2017-05-31 08:00:03,66,0,Wall Street Journal,66,WSJ,"Mike Flynn's private consulting firm was paid $530,000 to make a documentary supporting the Turkish government https://t.co/0PQK4zTZs7",869825790778757120,https://twitter.com/WSJ/status/869825790778757120,-14400
Wed May 31 08:00:02 +0000 2017,2017-05-31 08:00:02,136,0,CNN,105,CNN,An activist investigating a company that supplies shoes for Ivanka Trump and other brands has been detained in Chin… https://t.co/sCidiGzDGn,869825785594605568,https://twitter.com/CNN/status/869825785594605568,-14400
Wed May 31 08:00:02 +0000 2017,2017-05-31 08:00:02,8,0,The Times of London,9,thetimes,"The British Airways fiasco that left 75,000 people stranded has been blamed on a “fail-safe” power system… https://t.co/UXt3UZWraZ",869825787410747392,https://twitter.com/thetimes/status/869825787410747392,3600
Wed May 31 08:00:02 +0000 2017,2017-05-31 08:00:02,7,0,The Guardian,2,guardian,Championship: fans from all 24 clubs review their season https://t.co/FfiCJZIi9H https://t.co/Ue8Lmo9qeW,869825785980256256,https://twitter.com/guardian/status/869825785980256256,3600
Wed May 31 08:00:02 +0000 2017,2017-05-31 08:00:02,53,0,The Telegraph,48,Telegraph,"Philip Johnston: ""Jeremy Corbyn would bankrupt Britain – it's about time Theresa May warns voters"" #premium 
https://t.co/BQ9hpmSv8q",869825784697016320,https://twitter.com/Telegraph/status/869825784697016320,3600
Wed May 31 07:59:24 +0000 2017,2017-05-31 07:59:24,12,0,Wall Street Journal,9,WSJ,Markets wrap: Stocks muted; pound falls on U.K. election jitters https://t.co/A2ulTbjZiJ https://t.co/1YaEy7jfDg,869825626634637313,https://twitter.com/WSJ/status/869825626634637313,-14400
Wed May 31 07:58:26 +0000 2017,2017-05-31 07:58:26,0,1,The Sun,1,TheSun,RT @TheSunTech: Tech journalist accidentally throws away £2.5 million worth of Bitcoin – and he’s not the only one who’s lost a fo… https:/…,869825380814815232,https://twitter.com/TheSun/status/869825380814815232,3600
Wed May 31 07:58:08 +0000 2017,2017-05-31 07:58:08,0,1,Al Jazeera English,126,AJEnglish,RT @AJENews: BREAKING: A Taliban spokesman tells Al Jazeera that the group is not responsible for Wednesday's attack in Kabul https://t.co/…,869825306256965632,https://twitter.com/AJEnglish/status/869825306256965632,3600
Wed May 31 07:57:30 +0000 2017,2017-05-31 07:57:30,15,0,Bloomberg,44,business,"Suicide car bombing in Kabul kills as many as 80 people, Interior Ministry says https://t.co/Vx3fsPHOjz https://t.co/E7b8FH8EB6",869825147255091200,https://twitter.com/business/status/869825147255091200,-14400
Wed May 31 07:56:03 +0000 2017,2017-05-31 07:56:03,9,0,The Boston Globe,1,BostonGlobe,Boston’s development boom may finally be reaching Kenmore Square. https://t.co/ortlWTRXkT https://t.co/1z5dhMIivm,869824782380015616,https://twitter.com/BostonGlobe/status/869824782380015616,-14400
Wed May 31 07:55:36 +0000 2017,2017-05-31 07:55:36,128,0,Washington Post,123,washingtonpost,"Analysis: Whether or not Trump withdraws from Paris, he’s already put the brakes on climate action https://t.co/1UdeOkQJHJ",869824668009627648,https://twitter.com/washingtonpost/status/869824668009627648,-14400
Wed May 31 07:55:30 +0000 2017,2017-05-31 07:55:30,19,0,Bloomberg,20,business,Theresa May’s flip-flop on elder care projects the opposite of strength and stability https://t.co/gFcf4jRbOq via… https://t.co/6yPwkm6QKG,869824646128029696,https://twitter.com/business/status/869824646128029696,-14400
Wed May 31 07:54:47 +0000 2017,2017-05-31 07:54:47,81,0,BBC News (UK),96,BBCNews,"Currently, the UK gives about £500m a year to EU countries that care for Brits who have retired abroad https://t.co/0uKSC3Hi8t",869824463252197377,https://twitter.com/BBCNews/status/869824463252197377,3600
Wed May 31 07:53:48 +0000 2017,2017-05-31 07:53:48,0,1,The Independent,2,Independent,RT @IndyArts: Artist adds statue of urinating dog to Wall Street's Fearless Girl https://t.co/dXKoJk5h2u https://t.co/fyKexQvJeo,869824216220266496,https://twitter.com/Independent/status/869824216220266496,3600
Wed May 31 07:53:42 +0000 2017,2017-05-31 07:53:42,17,0,The Independent,13,Independent,Gordon Ramsay explains why he flies first class and puts his children in economy https://t.co/f0vpVVfZOW,869824192748957696,https://twitter.com/Independent/status/869824192748957696,3600
Wed May 31 07:52:31 +0000 2017,2017-05-31 07:52:31,6,0,The Sun,8,TheSun,A woman and two children have been found dead in a flat as police arrest a man on suspicion of murder… https://t.co/4FiYNfQuR3,869823893682388992,https://twitter.com/TheSun/status/869823893682388992,3600
Wed May 31 07:52:21 +0000 2017,2017-05-31 07:52:21,37,0,The Independent,33,Independent,The dictionary has no idea what covfefe means either https://t.co/jjDjfcVoP2,869823851185795072,https://twitter.com/Independent/status/869823851185795072,3600
Wed May 31 07:52:13 +0000 2017,2017-05-31 07:52:13,51,0,The Independent,45,Independent,Anti-jihadi advert preaching ‘love not terror’ goes viral in Middle East https://t.co/C7rjCYqPfe,869823819271348224,https://twitter.com/Independent/status/869823819271348224,3600
Wed May 31 07:52:05 +0000 2017,2017-05-31 07:52:05,44,0,TIME,64,TIME,Death toll from the Philippine government's assault to retake Marawi rises to 129 https://t.co/VZ7zezCrxl,869823784278249472,https://twitter.com/TIME/status/869823784278249472,-14400
Wed May 31 07:52:03 +0000 2017,2017-05-31 07:52:03,1988,0,The New York Times,1064,nytimes,"No one at the White House could immediately be reached for comment about President Trump's ""covfefe"" tweet https://t.co/tjLibswyp4",869823776086798337,https://twitter.com/nytimes/status/869823776086798337,-14400
Wed May 31 07:52:01 +0000 2017,2017-05-31 07:52:01,4,0,The Sun,4,TheSun,Can you guess who this youngster grew up to be? https://t.co/dFny04Pn7u https://t.co/jX9tNbcLL3,869823768247578624,https://twitter.com/TheSun/status/869823768247578624,3600
Wed May 31 07:50:59 +0000 2017,2017-05-31 07:50:59,40,0,ABC News,20,ABC,"Playful dolphins joined lifeguards patrolling shoreline of Malibu, California by riding the wake behind their boat. https://t.co/pyEsisD0DY",869823506598555648,https://twitter.com/ABC/status/869823506598555648,-14400
Wed May 31 07:50:35 +0000 2017,2017-05-31 07:50:35,13,0,Bloomberg,10,business,Chinese billionaire Wang Jianlin's Wanda app has been plagued with problems https://t.co/wMs5S8baEg https://t.co/PLV6Wdd4a3,869823407147364354,https://twitter.com/business/status/869823407147364354,-14400
Wed May 31 07:50:30 +0000 2017,2017-05-31 07:50:30,5,0,news.com.au,1,newscomauHQ,Done deal: Chambers re-signs with Storm https://t.co/9MzVG8MQq0,869823385567711232,https://twitter.com/newscomauHQ/status/869823385567711232,36000
Wed May 31 07:50:00 +0000 2017,2017-05-31 07:50:00,18,0,The Guardian,13,guardian,Are you an academic who has taken drugs to keep up with work? https://t.co/lLsUrOkclT,869823260833304576,https://twitter.com/guardian/status/869823260833304576,3600
Wed May 31 07:50:00 +0000 2017,2017-05-31 07:50:00,48,0,The Independent,32,Independent,People love Angela Merkel's face after she said Germany could no longer count on America as an ally https://t.co/cD83rA93TJ,869823260350750720,https://twitter.com/Independent/status/869823260350750720,3600
Wed May 31 07:49:57 +0000 2017,2017-05-31 07:49:57,20,0,The Guardian,53,guardian,The government is trying to starve refugees out of the UK | Graham O'Neill https://t.co/HZEEcJiGlI,869823246451052544,https://twitter.com/guardian/status/869823246451052544,3600
Wed May 31 07:49:32 +0000 2017,2017-05-31 07:49:32,26,0,The Guardian,28,guardian,'Our streets are made for people': San Francisco mulls ban on delivery robots https://t.co/3St4MpDWl7,869823144013553664,https://twitter.com/guardian/status/869823144013553664,3600
Wed May 31 07:49:12 +0000 2017,2017-05-31 07:49:12,48,0,The Guardian,51,guardian,Theresa May under fire for changing her mind about gay rights https://t.co/Cp0y4egnqx,869823060563591169,https://twitter.com/guardian/status/869823060563591169,3600
Wed May 31 07:48:46 +0000 2017,2017-05-31 07:48:46,23,0,The Guardian,10,guardian,The new hipsters? London's exclusive 'downsizer' homes for the over-55s https://t.co/r9OQiSVIEG,869822949351620608,https://twitter.com/guardian/status/869822949351620608,3600
Wed May 31 07:48:35 +0000 2017,2017-05-31 07:48:35,22,0,Sky News,43,SkyNews,"Elderly expats returning to Britain for care could cost the NHS £1bn a year, a report warns https://t.co/qIW7VIMHZ5",869822902878826496,https://twitter.com/SkyNews/status/869822902878826496,3600
Wed May 31 07:46:01 +0000 2017,2017-05-31 07:46:01,151,0,CNN,63,CNN,Russia's first large airliner since the fall of the Soviet Union made its maiden flight this weekend… https://t.co/hCu170soFG,869822256876310528,https://twitter.com/CNN/status/869822256876310528,-14400
Wed May 31 07:45:39 +0000 2017,2017-05-31 07:45:39,14,0,Bloomberg,11,business,"Co-Op Bank gets closer to forcing losses on bondholders, sources say https://t.co/GGShm4TZyl https://t.co/fnrwc26crD",869822167256530944,https://twitter.com/business/status/869822167256530944,-14400
Wed May 31 07:45:11 +0000 2017,2017-05-31 07:45:11,0,1,The Independent,24,Independent,RT @Independent: It only took two hours for @realDonaldTrump's covfefe to be given the Smash Mouth treatment https://t.co/IXIfUDlmzg https:…,869822050030022657,https://twitter.com/Independent/status/869822050030022657,3600
Wed May 31 07:45:09 +0000 2017,2017-05-31 07:45:09,51,0,Al Jazeera English,27,AJEnglish,"""World peace would be a good goal to work for in my remaining days""

One scientist's race to build a Peace Machine… https://t.co/2tQN4vtkX7",869822042052415491,https://twitter.com/AJEnglish/status/869822042052415491,3600
Wed May 31 07:45:07 +0000 2017,2017-05-31 07:45:07,41,0,Wall Street Journal,47,WSJ,"Hackers use technique that doesn't need tainted email links or forceful server assaults
https://t.co/9FSsWHpH3b",869822033324126208,https://twitter.com/WSJ/status/869822033324126208,-14400
Wed May 31 07:45:06 +0000 2017,2017-05-31 07:45:06,13,0,CNET,7,CNET,"2016 BMW Z4 is a long-hooded, long-legged cruiser https://t.co/XCWiCfjH1C https://t.co/kAjswFNxuY",869822026730491904,https://twitter.com/CNET/status/869822026730491904,-25200
Wed May 31 07:45:05 +0000 2017,2017-05-31 07:45:05,40,0,TIME,33,TIME,"U.S. believes China is using ""back channel"" to stop North Korea missile tests https://t.co/BoHNzRCQ8x",869822021886246912,https://twitter.com/TIME/status/869822021886246912,-14400
Wed May 31 07:45:01 +0000 2017,2017-05-31 07:45:01,5,0,The Times of London,8,thetimes,A raid against innocent Muslim students has prompted fears that Salman Abedi used their address as part of his plot… https://t.co/0Np8O6o3b8,869822006430244865,https://twitter.com/thetimes/status/869822006430244865,3600
Wed May 31 07:45:00 +0000 2017,2017-05-31 07:45:00,40,0,The Telegraph,35,Telegraph,"To win this election, Theresa May must now pledge to eradicate radical Islamism #premium
https://t.co/yNRuabeyPT",869822001900400640,https://twitter.com/Telegraph/status/869822001900400640,3600
Wed May 31 07:43:50 +0000 2017,2017-05-31 07:43:50,115,0,Washington Post,280,washingtonpost,"Massive explosion in Kabul kills 80 people, injures 350, Afghan Interior Ministry says https://t.co/4kYAq3mVCw",869821708601098240,https://twitter.com/washingtonpost/status/869821708601098240,-14400
Wed May 31 07:43:38 +0000 2017,2017-05-31 07:43:38,22,0,The Guardian,65,guardian,More than 60 killed by massive car bomb in Kabul's diplomatic quarter https://t.co/KFBo3VGQk6,869821658474975232,https://twitter.com/guardian/status/869821658474975232,3600
Wed May 31 07:42:20 +0000 2017,2017-05-31 07:42:20,202,0,The New York Times,307,nytimes,A huge explosion near the Afghan presidential palace killed at least 49 people and wounded hundreds https://t.co/0cTupk8IBw,869821333105987584,https://twitter.com/nytimes/status/869821333105987584,-14400
Wed May 31 07:42:01 +0000 2017,2017-05-31 07:42:01,9,0,The Sun,1,TheSun,Jeff Brazier's kids are still angry 8 years after their mum Jade Goody’s death and they ‘wish he’d died instead’… https://t.co/h4oysE8ECH,869821251933622273,https://twitter.com/TheSun/status/869821251933622273,3600
Wed May 31 07:41:45 +0000 2017,2017-05-31 07:41:45,15,0,The Guardian,21,guardian,Portland man accused of fatal train stabbing has outburst in court https://t.co/U6IYf343Kz,869821184665366529,https://twitter.com/guardian/status/869821184665366529,3600
Wed May 31 07:40:51 +0000 2017,2017-05-31 07:40:51,20,0,Bloomberg,12,business,"Rocket Internet increases sales and reduces losses, getting closer to year-end breakeven target… https://t.co/XbNBS1uNr6",869820956516241408,https://twitter.com/business/status/869820956516241408,-14400
Wed May 31 07:40:10 +0000 2017,2017-05-31 07:40:10,0,1,The Sun,1,TheSun,RT @TheSunShowbiz: Love Island host Caroline Flack is in a ‘brilliant place’ with a new man as she admits she took a year long relati… http…,869820787200585728,https://twitter.com/TheSun/status/869820787200585728,3600
Wed May 31 07:39:31 +0000 2017,2017-05-31 07:39:31,0,0,MSN UK,0,msnuk,No French Open: Player banned for kissing TV reporter https://t.co/OcTtkaiYZf https://t.co/QCOfVny9Xe,869820621584191489,https://twitter.com/msnuk/status/869820621584191489,3600
Wed May 31 07:39:17 +0000 2017,2017-05-31 07:39:17,35,0,The Guardian,28,guardian,Wanted: London detectives – no experience necessary https://t.co/l03imZWVE3,869820562813710336,https://twitter.com/guardian/status/869820562813710336,3600
Wed May 31 07:38:44 +0000 2017,2017-05-31 07:38:44,21,0,The Guardian,18,guardian,Wanted: London detectives – no experience necessary https://t.co/W85G11L711,869820423697051648,https://twitter.com/guardian/status/869820423697051648,3600
Wed May 31 07:38:13 +0000 2017,2017-05-31 07:38:13,68,0,The Guardian,56,guardian,Paddy Ashdown 'horrified' by parallels between UK and 1930s Germany https://t.co/8S6Ej50Q20,869820293853978624,https://twitter.com/guardian/status/869820293853978624,3600
Wed May 31 07:38:08 +0000 2017,2017-05-31 07:38:08,42,0,BBC News (UK),34,BBCNews,"Watch #GE2017 debate coverage with @MishalHusainBBC 
LIVE on Twitter

🗓 Tonight
🕢 7:30pm BST
👀 https://t.co/mPZikem8Ht 
💬  #bbcdebate",869820274983788544,https://twitter.com/BBCNews/status/869820274983788544,3600
Wed May 31 07:37:37 +0000 2017,2017-05-31 07:37:37,36,0,The Independent,24,Independent,It only took two hours for @realDonaldTrump's covfefe to be given the Smash Mouth treatment https://t.co/IXIfUDlmzg https://t.co/R9VzAnqCvq,869820142250799104,https://twitter.com/Independent/status/869820142250799104,3600
Wed May 31 07:37:04 +0000 2017,2017-05-31 07:37:04,54,0,TIME,29,TIME,"Montenegro's Prime Minister says Trump's shove was a ""harmless situation"" https://t.co/rGXMoXlsup",869820005650714624,https://twitter.com/TIME/status/869820005650714624,-14400
Wed May 31 07:36:28 +0000 2017,2017-05-31 07:36:28,190,0,CNN,72,CNN,This new security camera can zoom in and recognize faces with its 4k sensor and 12-times digital zoom… https://t.co/f0AIKOb7HJ,869819853821095936,https://twitter.com/CNN/status/869819853821095936,-14400
Wed May 31 07:36:24 +0000 2017,2017-05-31 07:36:24,110,0,The Associated Press,284,AP,"The Latest: Afghan health ministry says rush-hour explosion in Kabul has killed 64 people, wounded as many as 320. https://t.co/8RJwBRRVAJ",869819837366841344,https://twitter.com/AP/status/869819837366841344,-14400
Wed May 31 07:36:19 +0000 2017,2017-05-31 07:36:19,22,0,The Independent,18,Independent,"Donald Trump's actions have 'weakened' the West, says German foreign minister https://t.co/Y0Vlkr48xr",869819817582362624,https://twitter.com/Independent/status/869819817582362624,3600
Wed May 31 07:36:04 +0000 2017,2017-05-31 07:36:04,1,0,The Independent,6,Independent,‘Dangerous’ prisoner armed with a razor blade escapes from hospital https://t.co/DeWiUxUBxh,869819754881699840,https://twitter.com/Independent/status/869819754881699840,3600
Wed May 31 07:36:01 +0000 2017,2017-05-31 07:36:01,186,0,CNN,93,CNN,"Nearly half of Americans think their health care costs will rise under the GOP health care bill, a new poll says… https://t.co/M4CCtDxUiv",869819740763697152,https://twitter.com/CNN/status/869819740763697152,-14400
Wed May 31 07:35:59 +0000 2017,2017-05-31 07:35:59,19,0,Bloomberg,23,business,"Deep-water drilling costs are coming down, to OPEC's dismay https://t.co/HAYvhqT49g https://t.co/XXthIgj3DW",869819732714827781,https://twitter.com/business/status/869819732714827781,-14400
Wed May 31 07:35:55 +0000 2017,2017-05-31 07:35:55,5,0,news.com.au,1,newscomauHQ,Live: Thaiday’s last-minute sledge https://t.co/A6nOcQ8Llp,869819717690806272,https://twitter.com/newscomauHQ/status/869819717690806272,36000
Wed May 31 07:35:47 +0000 2017,2017-05-31 07:35:47,21,0,The Guardian,9,guardian,The rise and rise of Bangladesh cricket – what took them so long? | Tim Wigmore https://t.co/g66LZVQKEy via @guardian_sport,869819681036787712,https://twitter.com/guardian/status/869819681036787712,3600
Wed May 31 07:35:04 +0000 2017,2017-05-31 07:35:04,23,0,Los Angeles Times,13,latimes,Are you a woman who's left the workforce? We want to hear from you: https://t.co/qmsEmDcQuH https://t.co/I0ugRcdYZn,869819503735169024,https://twitter.com/latimes/status/869819503735169024,-25200
Wed May 31 07:35:00 +0000 2017,2017-05-31 07:35:00,35,0,The Independent,27,Independent,"Why Jeremy Corbyn needs every young person to vote, and then some https://t.co/8ocIwUpAFT",869819485997457408,https://twitter.com/Independent/status/869819485997457408,3600
Wed May 31 07:33:10 +0000 2017,2017-05-31 07:33:10,7,0,The Independent,5,Independent,Consumer confidence rises to four-month high despite Brexit and general election uncertainty https://t.co/ukrz3LgaQV,869819022904356864,https://twitter.com/Independent/status/869819022904356864,3600
Wed May 31 07:33:09 +0000 2017,2017-05-31 07:33:09,15,0,Los Angeles Times,43,latimes,Update: Officials raise death toll to 64 in Kabul car bombing. At least 320 were wounded. https://t.co/K1FdHjboas,869819021570580480,https://twitter.com/latimes/status/869819021570580480,-25200
Wed May 31 07:32:38 +0000 2017,2017-05-31 07:32:38,30,0,The Guardian,33,guardian,Pound falls below $1.28 on UK hung parliament fears – business live https://t.co/wyHkJCecu4,869818891941314560,https://twitter.com/guardian/status/869818891941314560,3600
Wed May 31 07:32:34 +0000 2017,2017-05-31 07:32:34,21,0,The Independent,10,Independent,Aldi and Lidl are closing in on top four supermarkets after another year of rapid growth https://t.co/3bJxT0LAzJ,869818872215605248,https://twitter.com/Independent/status/869818872215605248,3600
Wed May 31 07:32:01 +0000 2017,2017-05-31 07:32:01,3,0,The Sun,5,TheSun,EXCLUSIVE: Dad loses an arm after a puppy bite left him fighting for life when he was refused treatment by the NHS… https://t.co/Sa7cdGKxbT,869818736253038592,https://twitter.com/TheSun/status/869818736253038592,3600
Wed May 31 07:31:09 +0000 2017,2017-05-31 07:31:09,19,0,Bloomberg,21,business,Deutsche Bank CEO says Europe must fight U.S. mortgage capital rules https://t.co/MZ7rWssX7Y https://t.co/BbOYNkWL4M,869818516760928256,https://twitter.com/business/status/869818516760928256,-14400
Wed May 31 07:31:02 +0000 2017,2017-05-31 07:31:02,250,0,ABC News,102,ABC,"Ariana Grande to headline Manchester concert Sun. to raise money for victims; acts include Justin Bieber, Katy Perr… https://t.co/XQ7womLZtW",869818486197039104,https://twitter.com/ABC/status/869818486197039104,-14400
Wed May 31 07:31:01 +0000 2017,2017-05-31 07:31:01,127,0,CNN,88,CNN,"Japan's labor shortage has reached its most extreme level in more than 40 years, according to government data… https://t.co/FRTWP1KLxI",869818481365184512,https://twitter.com/CNN/status/869818481365184512,-14400
Wed May 31 07:30:35 +0000 2017,2017-05-31 07:30:35,0,1,Al Jazeera English,146,AJEnglish,"RT @AJEnglish: Is China's rising influence in Laos, one of Asia’s poorest countries, beneficial or detrimental? https://t.co/PaSZd9kWF4",869818373764460544,https://twitter.com/AJEnglish/status/869818373764460544,3600
Wed May 31 07:30:15 +0000 2017,2017-05-31 07:30:15,94,0,The Associated Press,69,AP,From family man in Christmas card photo to sad sack in a mugshot _ very public fall for Tiger Woods. By @JimLitke. https://t.co/ZBy8mHUhd5,869818288829853696,https://twitter.com/AP/status/869818288829853696,-14400
Wed May 31 07:30:12 +0000 2017,2017-05-31 07:30:12,0,0,The Boston Globe,0,BostonGlobe,A drug suspect fled from police in a high-speed chase on the Mass. Pike before crashing his car in Marlboro. https://t.co/gnBFXMmwqu,869818278692225025,https://twitter.com/BostonGlobe/status/869818278692225025,-14400
Wed May 31 07:30:11 +0000 2017,2017-05-31 07:30:11,27,0,USA TODAY,7,USATODAY,McDreamy just got an honorary degree from Bates College https://t.co/giL0vnX7cj,869818274200080386,https://twitter.com/USATODAY/status/869818274200080386,-14400
Wed May 31 07:30:06 +0000 2017,2017-05-31 07:30:06,30,0,Wall Street Journal,24,WSJ,Andy Rubin unveils titanium smartphone to crack Apple’s grip  https://t.co/ZuEktsJrS5,869818251664138240,https://twitter.com/WSJ/status/869818251664138240,-14400
Wed May 31 07:30:06 +0000 2017,2017-05-31 07:30:06,22,0,TIME,26,TIME,"Thousands displaced as powerful Cyclone Mora hits Bangladesh, prompting fears for Rohingya refugees https://t.co/h8NYvwo3fO",869818251701825536,https://twitter.com/TIME/status/869818251701825536,-14400
Wed May 31 07:30:01 +0000 2017,2017-05-31 07:30:01,8,0,The Times of London,5,thetimes,"Till death do us part? As life expectancy increases, an academic argues that marriage needs to be rethought… https://t.co/Psslhyzph8",869818232886185984,https://twitter.com/thetimes/status/869818232886185984,3600
Wed May 31 07:30:00 +0000 2017,2017-05-31 07:30:00,13,0,The Telegraph,37,Telegraph,"NHS now spending more on obesity than on hip operations for elderly #premium
https://t.co/6P6sXQaCWc",869818226888159232,https://twitter.com/Telegraph/status/869818226888159232,3600
Wed May 31 07:28:44 +0000 2017,2017-05-31 07:28:44,56,0,Washington Post,43,washingtonpost,A baby girl. A baffling disease. And the only way to help her is to hurt her. https://t.co/KX2cS663g4,869817907429167104,https://twitter.com/washingtonpost/status/869817907429167104,-14400
Wed May 31 07:26:35 +0000 2017,2017-05-31 07:26:35,97,0,Sky News,42,SkyNews,Live Forever: @liamgallagher's tribute to the #ManchesterAttack victims https://t.co/SGFrWupZfC,869817367710367744,https://twitter.com/SkyNews/status/869817367710367744,3600
Wed May 31 07:26:12 +0000 2017,2017-05-31 07:26:12,13,0,Bloomberg,11,business,Bulgaria's new finance minister wants the EU to expand further to make the Balkans stable https://t.co/0qm5dlK86J https://t.co/AXPnqpcgWf,869817272398991360,https://twitter.com/business/status/869817272398991360,-14400
Wed May 31 07:26:08 +0000 2017,2017-05-31 07:26:08,23,0,USA TODAY,38,USATODAY,"#BREAKING Scores killed, hundreds wounded in Kabul bombing https://t.co/Qevc656n6V",869817256070574080,https://twitter.com/USATODAY/status/869817256070574080,-14400
Wed May 31 07:25:03 +0000 2017,2017-05-31 07:25:03,7,0,CNET,2,CNET,Here be Star Wars Jedis: A trip to Skellig Michael https://t.co/YazZ2LJ0ws https://t.co/8mCHimYmcW,869816980999745536,https://twitter.com/CNET/status/869816980999745536,-25200
Wed May 31 07:23:44 +0000 2017,2017-05-31 07:23:44,17,0,Bloomberg,17,business,Gulf Arab ties are fraying https://t.co/UmKkHimlZo https://t.co/xlfii8pDTc,869816652317306881,https://twitter.com/business/status/869816652317306881,-14400
Wed May 31 07:23:41 +0000 2017,2017-05-31 07:23:41,0,0,news.com.au,1,newscomauHQ,Could you get this ripped in three weeks? https://t.co/s5MeBxFGO2,869816636445949952,https://twitter.com/newscomauHQ/status/869816636445949952,36000
Wed May 31 07:23:38 +0000 2017,2017-05-31 07:23:38,52,0,The Independent,151,Independent,Suicide bomb kills at least 80 and wounds more than 320 during Ramadan in Afghanistan https://t.co/kD1WUl89A0,869816624232235008,https://twitter.com/Independent/status/869816624232235008,3600
Wed May 31 07:23:32 +0000 2017,2017-05-31 07:23:32,39,0,The Boston Globe,29,BostonGlobe,#covfefe: What is it? Why did Trump tweet about it? https://t.co/Uc2em4Bypa https://t.co/JQCsHI0OwQ,869816601423613953,https://twitter.com/BostonGlobe/status/869816601423613953,-14400
Wed May 31 07:23:05 +0000 2017,2017-05-31 07:23:05,0,1,The Sun,2,TheSun,RT @SunVideo: A shocked Britain responds to the news of Princess Diana’s death in ‘Diana: 7 Days That Shook The Windsors’ https://t.co/8eJF…,869816484972941314,https://twitter.com/TheSun/status/869816484972941314,3600
Wed May 31 07:23:01 +0000 2017,2017-05-31 07:23:01,200,0,CNN,334,CNN,"At least 80 were killed and 300 others were injured in a blast near foreign embassies in Kabul, Afghan officials sa… https://t.co/eXl1YcI1RC",869816468032151552,https://twitter.com/CNN/status/869816468032151552,-14400
Wed May 31 07:22:19 +0000 2017,2017-05-31 07:22:19,11,0,The Guardian,7,guardian,British &amp; Irish Lions defend gruelling schedule after All Blacks criticism https://t.co/dFB5OkqyKq via @guardian_sport,869816292064337921,https://twitter.com/guardian/status/869816292064337921,3600
Wed May 31 07:22:06 +0000 2017,2017-05-31 07:22:06,33,0,TIME,31,TIME,Man with fake gun taken into custody after Orlando International Airport standoff https://t.co/SAqSKxwpH7,869816237538324480,https://twitter.com/TIME/status/869816237538324480,-14400
Wed May 31 07:22:01 +0000 2017,2017-05-31 07:22:01,7,0,The Sun,3,TheSun,EXCLUSIVE: Venture into the bizarre world of Comic Con where superfans indulge their sci-fi obsessions… https://t.co/wBnfKVQdlA,869816219515441152,https://twitter.com/TheSun/status/869816219515441152,3600
Wed May 31 07:21:19 +0000 2017,2017-05-31 07:21:19,5,0,news.com.au,1,newscomauHQ,"Finally, the smartphone you’ve been waiting for https://t.co/SlWsk2T3Uw",869816042629058560,https://twitter.com/newscomauHQ/status/869816042629058560,36000
Wed May 31 07:21:08 +0000 2017,2017-05-31 07:21:08,193,0,The Guardian,142,guardian,What is covfefe? Donald Trump baffles with late night Twitter post https://t.co/h4Nm3l83W5,869815996718211072,https://twitter.com/guardian/status/869815996718211072,3600
Wed May 31 07:20:00 +0000 2017,2017-05-31 07:20:00,18,0,The Independent,11,Independent,Britain First confronted by passerby shouting 'Britain First are fake news' https://t.co/VKnb1nhm2P,869815710561837056,https://twitter.com/Independent/status/869815710561837056,3600
Wed May 31 07:19:11 +0000 2017,2017-05-31 07:19:11,0,1,The Independent,2,Independent,RT @IndySport: Sam Warburton won't wait as he tells Warren Gatland he wants to play in Lions opener | @JackdeMenezes https://t.co/o5S4S0jp6X,869815505103835136,https://twitter.com/Independent/status/869815505103835136,3600
Wed May 31 07:18:54 +0000 2017,2017-05-31 07:18:54,10,0,Bloomberg,14,business,She is probably the most loathed 20-year-old in South Korea. Now she's back  https://t.co/D33xeeDKWe https://t.co/odH9ORbvMl,869815434748583937,https://twitter.com/business/status/869815434748583937,-14400
Wed May 31 07:18:54 +0000 2017,2017-05-31 07:18:54,29,0,The Telegraph,28,Telegraph,"Nasa is to announce its intention to embark on a daring mission to ""touch the sun""
https://t.co/AHyRi0kA4u",869815432517226497,https://twitter.com/Telegraph/status/869815432517226497,3600
Wed May 31 07:18:00 +0000 2017,2017-05-31 07:18:00,30,0,The Independent,5,Independent,"How to make asparagus, Jersey royals and scallops https://t.co/1dTuhegqTL",869815207945809922,https://twitter.com/Independent/status/869815207945809922,3600
Wed May 31 07:16:51 +0000 2017,2017-05-31 07:16:51,30,0,Wall Street Journal,27,WSJ,"Death toll near embassies in Afghan capital rises to at least 50 
https://t.co/57duAs5u47",869814919700647936,https://twitter.com/WSJ/status/869814919700647936,-14400
Wed May 31 07:16:37 +0000 2017,2017-05-31 07:16:37,666,0,CNN,331,CNN,"Students at a high school in Chandler, AZ, have a unique way of saying goodbye to the school year: a paper waterfal… https://t.co/ejtG4oqoSM",869814860556775425,https://twitter.com/CNN/status/869814860556775425,-14400
Wed May 31 07:16:03 +0000 2017,2017-05-31 07:16:03,173,0,The New York Times,129,nytimes,"""First they stole everything, then they burned everything."" Syria adjusts to a new reality after a devastating war. https://t.co/aennBeiOrg",869814715895173120,https://twitter.com/nytimes/status/869814715895173120,-14400
